nct_id,pmid,pubmed_year,pubmed_journal,pubmed_title
NCT02655354,35979039,2022,Trauma surgery & acute care open,Post-traumatic stress disorder (PTSD) symptoms and alcohol and drug use comorbidity at 25 US level I trauma centers.
NCT02655354,34932440,2022,Psychiatry,A Pragmatic Clinical Trial Approach to Assessing and Monitoring Suicidal Ideation: Results from A National US Trauma Care System Study.
NCT02655354,34225296,2021,Annals of surgery,A Prospective US National Trauma Center Study of Firearm Injury Survivors Weapon Carriage and Posttraumatic Stress Disorder Symptoms.
NCT02655354,33688908,2021,JAMA surgery,Stepped Collaborative Care Targeting Posttraumatic Stress Disorder Symptoms and Comorbidity for US Trauma Care Systems: A Randomized Clinical Trial.
NCT02655354,27130272,2016,Implementation science : IS,An effectiveness-implementation hybrid trial study protocol targeting posttraumatic stress disorder and comorbidity.
NCT00179283,17196045,2006,The Journal of clinical psychiatry,"A randomized, double-blind, active-control study of sertraline versus venlafaxine XR in major depressive disorder."
NCT03779789,32746941,2020,Trials,"Tolerability and efficacy of vortioxetine versus SSRIs in elderly with major depression. Study protocol of the VESPA study: a pragmatic, multicentre, open-label, parallel-group, superiority, randomized trial."
NCT03779789,40679716,2025,Drugs & aging,Efficacy and Tolerability of Vortioxetine Versus Selective Serotonin Reuptake Inhibitors for Late-Life Depression: A Post-hoc Analysis of the VESPA Study.
NCT03779789,38384338,2024,EClinicalMedicine,"Tolerability of vortioxetine compared to selective serotonin reuptake inhibitors in older adults with major depressive disorder (VESPA): a randomised, assessor-blinded and statistician-blinded, multicentre, superiority trial."
NCT00331305,10547175,1999,Archives of internal medicine,Effects of exercise training on older patients with major depression.
NCT00331305,16223547,2005,Neurobiology of aging,Exercise training and depression in older adults.
NCT00331305,26867076,2016,Psychosomatic medicine,Effects of Exercise and Sertraline on Measures of Coronary Heart Disease Risk in Patients With Major Depression: Results From the SMILE-II Randomized Clinical Trial.
NCT00331305,21148807,2011,Psychosomatic medicine,Exercise and pharmacotherapy in patients with major depression: one-year follow-up of the SMILE study.
NCT00331305,17846259,2007,Psychosomatic medicine,Exercise and pharmacotherapy in the treatment of major depressive disorder.
NCT02955719,12053639,2002,Canadian family physician Medecin de famille canadien,Shared mental health care. Update from the Collaborative Working Group of the College of Family Physicians of Canada and the Canadian Psychiatric Association.
NCT00078767,17581445,2007,Journal of the American Academy of Child and Adolescent Psychiatry,A pilot randomized controlled trial of combined trauma-focused CBT and sertraline for childhood PTSD symptoms.
NCT00159965,15186340,2004,Epilepsia,The treatment of nonepileptic seizures: historical perspectives and future directions.
NCT00159965,11914432,2002,Neurology,How many patients with psychogenic nonepileptic seizures also have epilepsy?
NCT00159965,16540377,2006,Epilepsy & behavior : E&B,Nonepileptic seizures treatment workshop summary.
NCT00159965,16150653,2005,Epilepsy & behavior : E&B,Update on treatments of psychological nonepileptic seizures.
NCT00159965,18282812,2008,Epilepsy & behavior : E&B,"What is ""treatment as usual"" for nonepileptic seizures?"
NCT00159965,18317280,2008,Current opinion in neurology,Psychogenic nonepileptic seizures.
NCT00159965,12609316,2002,Epilepsy & behavior : E&B,Treatment of nonepileptic seizures.
NCT00159965,16769930,2006,Neurology,Avoiding the costs of unrecognized psychological nonepileptic seizures.
NCT00159965,18070841,2007,The Journal of neuropsychiatry and clinical neurosciences,Methodological issues in conducting treatment trials for psychological nonepileptic seizures.
NCT00159965,19652140,2009,Neurology,Depression and symptoms affect quality of life in psychogenic nonepileptic seizures.
NCT00159965,20739647,2010,Neurology,Pilot pharmacologic randomized controlled trial for psychogenic nonepileptic seizures.
NCT00057642,23965261,2013,Psychiatry,Impact of motivational pharmacotherapy on treatment retention among depressed Latinos.
NCT00339066,18813343,2008,PloS one,Frontal white matter anisotropy and antidepressant remission in late-life depression.
NCT00229476,11772700,2002,The American journal of psychiatry,Changes in brain function of depressed subjects during treatment with placebo.
NCT00229476,12062912,2002,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Early changes in prefrontal activity characterize clinical responders to antidepressants.
NCT00229476,15252704,2004,Psychopharmacology,Pretreatment neurophysiological and clinical characteristics of placebo responders in treatment trials for major depression.
NCT05588102,10513852,1999,The Journal of clinical psychiatry,Epidemiology and diagnosis of depression in late life.
NCT05588102,30658276,2019,European psychiatry : the journal of the Association of European Psychiatrists,Prevalence of late-life depression and gap in mental health service use across European regions.
NCT05588102,30611911,2019,Journal of affective disorders,The prevalence of late-life depression in a Portuguese community sample: A 10/66 Dementia Research Group study.
NCT05588102,30142588,2018,Journal of affective disorders,Prevalence of major depressive disorder in older adults in China: A systematic review and meta-analysis.
NCT05588102,22940498,2012,Journal of affective disorders,Incidence of late-life depression: a systematic review.
NCT05588102,39587504,2024,BMC psychiatry,"Efficacy and safety of Neurocognitive Adaptive Training for Depression combined with SSRIs for treating cognitive impairment among patients with late-life depression: a 12-week, randomized controlled study."
NCT00536198,18395582,2008,"Lancet (London, England)",Premenstrual syndrome.
NCT00536198,18328013,2008,Journal of women's health (2002),Development and validation of the Premenstrual Symptoms Impact Survey (PMSIS): a disease-specific quality of life assessment tool.
NCT00536198,17937566,2007,Journal of women's health (2002),Differences in symptom scores and health outcomes in premenstrual syndrome.
NCT00536198,17470584,2007,Obstetrics and gynecology,Using the daily record of severity of problems as a screening instrument for premenstrual syndrome.
NCT00536198,17454164,2007,Gynecological endocrinology : the official journal of the International Society of Gynecological Endocrinology,Clinical diagnostic criteria for premenstrual syndrome and guidelines for their quantification for research studies.
NCT00536198,22393222,2012,Archives of general psychiatry,Criteria for premenstrual dysphoric disorder: secondary analyses of relevant data sets.
NCT00536198,37212651,2023,Journal of clinical psychopharmacology,Does Symptom-Onset Treatment With Sertraline Improve Functional Impairment for Individuals With Premenstrual Dysphoric Disorder?: A Randomized Controlled Trial.
NCT00536198,26351969,2015,JAMA psychiatry,Symptom-Onset Dosing of Sertraline for the Treatment of Premenstrual Dysphoric Disorder: A Randomized Clinical Trial.
